Transaction ID,Sender Account,Receiver Account,Amount (INR),Risk Score,Is Flagged,Status,Timestamp,Location,Device Info,Remark
TXN_20260812_04082_d64e2f,ACC1003,ACC97828025,8502.51,24.0,False,completed,2026-08-12T19:57:36.129701,"Jaipur, IN",Samsung Galaxy S24 Ultra,Utility bill
TXN_20260812_02126_9ecba2,ACC61076366,ACC65809811,2536.72,22.0,False,completed,2026-08-12T19:48:31.948728,"Ahmedabad, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_03312_0b9fb4,ACC64246741,ACC_RING_C,34704.82,12.0,False,completed,2026-08-12T19:25:42.592905,"Bangalore, IN",MacBook Pro (Chrome 128),Software subscription
TXN_20260812_02755_2e6a31,ACC1002,ACC97828025,6908.31,27.0,False,completed,2026-08-12T19:12:43.382697,"Kolkata, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260812_04332_a1cc20,ACC57224534,ACC1001,21892.93,27.0,False,completed,2026-08-12T19:07:00.626455,"Pune, IN",iPhone 16 Pro Max,Utility bill
TXN_20260812_03349_354d25,ACC75385116,ACC_RING_B,15638.51,10.0,False,completed,2026-08-12T19:05:16.080237,"Pune, IN",MacBook Pro (Chrome 128),Invoice settlement
TXN_20260812_02593_4ae3bf,ACC57029336,ACC70103438,30821.01,19.0,False,completed,2026-08-12T18:57:41.075940,"Jaipur, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260812_00403_0d826d,ACC11706152,ACC36297523,31338.15,25.0,False,completed,2026-08-12T18:54:40.178262,"Delhi, IN",iPad Pro (Safari),Urgent remittance
TXN_20260812_00425_190207,ACC_RING_C,ACC61076366,737.44,20.0,False,completed,2026-08-12T18:48:50.315082,"Kolkata, IN",iPhone 16 Pro Max,Consulting fee
TXN_20260812_04966_9d4c7f,ACC1003,ACC43907404,19903.22,23.0,False,completed,2026-08-12T18:44:15.849387,"Kolkata, IN",Windows 11 (Edge 128),Online payment
TXN_20260812_03073_7f896e,ACC16314613,ACC40593754,23986.92,17.0,False,completed,2026-08-12T18:24:26.381933,"Delhi, IN",Windows 11 (Edge 128),Invoice settlement
TXN_20260812_00059_ccb7bf,ACC1002,ACC43249524,37196.06,24.0,False,completed,2026-08-12T18:20:26.050978,"Jaipur, IN",Windows 11 (Edge 128),Software subscription
TXN_20260812_03432_4b99c5,ACC15211290,ACC86445636,28762.8,15.0,False,completed,2026-08-12T18:18:08.979478,"Pune, IN",iPad Pro (Safari),Urgent remittance
TXN_20260812_02408_409808,ACC59760987,ACC_RING_A,14826.0,21.0,False,completed,2026-08-12T18:10:37.151094,"Pune, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260812_01327_ac171a,ACC66777666,ACC1002,13372.78,24.0,False,completed,2026-08-12T17:32:03.348663,"Bangalore, IN",iPad Pro (Safari),Vendor payment
TXN_20260812_01022_5085b1,ACC1004,ACC57224534,1112.89,11.0,False,completed,2026-08-12T17:29:54.027877,"Hyderabad, IN",iPad Pro (Safari),Invoice settlement
TXN_20260812_00476_87feda,ACC_RING_A,ACC50081547,35803.44,17.0,False,completed,2026-08-12T17:15:38.286396,"Chennai, IN",OnePlus 12,Software subscription
TXN_20260812_01421_7711d9,ACC1001,ACC97828025,34051.18,21.0,False,completed,2026-08-12T17:04:22.563961,"Mumbai, IN",Samsung Galaxy S24 Ultra,Grocery purchase
TXN_20260812_02151_76e7bf,ACC57029336,ACC64246741,18236.48,8.0,False,completed,2026-08-12T16:55:30.525171,"Delhi, IN",Pixel 9 Pro,Software subscription
TXN_20260812_03719_75d59c,ACC97828025,ACC72717142,31622.53,12.0,False,completed,2026-08-12T16:32:04.078512,"Mumbai, IN",OnePlus 12,P2P transfer
TXN_20260812_02820_029bdf,ACC57224534,ACC59760987,1381.39,26.0,False,completed,2026-08-12T16:26:10.080194,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Invoice settlement
TXN_20260812_00768_73da51,ACC92107699,ACC97828025,10364.37,11.0,False,completed,2026-08-12T16:14:19.139034,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_20260812_03726_08d677,ACC15373430,ACC1001,29333.25,13.0,False,completed,2026-08-12T16:12:27.891751,"Kolkata, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_00058_d2f61e,ACC64246741,ACC57224534,12003.59,10.0,False,completed,2026-08-12T16:05:40.405368,"Bangalore, IN",Samsung Galaxy S24 Ultra,Online payment
TXN_20260812_04205_a469b1,ACC40593754,ACC_RING_B,2171.34,17.0,False,completed,2026-08-12T16:01:01.373555,"Kolkata, IN",Windows 11 (Edge 128),Utility bill
TXN_20260812_00103_81e9e0,ACC72717142,ACC15373430,412.12,5.0,False,completed,2026-08-12T15:57:16.611545,"Jaipur, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260812_02212_4bccf2,ACC75385116,ACC57029336,13178.92,13.0,False,completed,2026-08-12T15:51:24.422976,"Delhi, IN",OnePlus 12,Online payment
TXN_20260812_04189_0b926d,ACC40593754,ACC1004,32070.76,22.0,False,completed,2026-08-12T15:51:04.199351,"Mumbai, IN",MacBook Pro (Chrome 128),Software subscription
TXN_20260812_02276_6d1e45,ACC16314613,ACC75385116,26556.08,14.0,False,completed,2026-08-12T15:25:58.532008,"Jaipur, IN",iPhone 16 Pro Max,Online payment
TXN_20260812_05144_744af4,ACC1002,ACC70103438,13122.67,5.0,False,completed,2026-08-12T14:34:00.128540,"Kolkata, IN",iPad Pro (Safari),Consulting fee
TXN_20260812_01670_e02662,ACC64246741,ACC59760987,25670.99,15.0,False,completed,2026-08-12T14:28:29.622424,"Jaipur, IN",iPad Pro (Safari),Grocery purchase
TXN_20260812_01403_d7323c,ACC11706152,ACC61076366,23429.45,28.0,False,completed,2026-08-12T14:13:05.132234,"Delhi, IN",iPad Pro (Safari),Consulting fee
TXN_20260812_02367_3cdca5,ACC15373430,ACC72717142,27380.91,19.0,False,completed,2026-08-12T14:04:40.782435,"Hyderabad, IN",Windows 11 (Edge 128),Consulting fee
TXN_20260812_00049_93614e,ACC1004,ACC15211290,119824.0,79.0,True,completed,2026-08-12T13:51:02.031599,"Ahmedabad, IN",iPhone 16 Pro Max,Utility bill
TXN_20260812_01397_4d5c5e,ACC64246741,ACC25189145,21171.04,7.0,False,completed,2026-08-12T13:44:20.970130,"Jaipur, IN",iPad Pro (Safari),P2P transfer
TXN_20260812_01365_c83352,ACC43907404,ACC65809811,14798.77,10.0,False,completed,2026-08-12T13:37:32.209944,"Ahmedabad, IN",iPad Pro (Safari),P2P transfer
TXN_20260812_04037_d789fa,ACC75385116,ACC16314613,35430.13,6.0,False,completed,2026-08-12T13:30:19.395118,"Mumbai, IN",iPad Pro (Safari),Urgent remittance
TXN_20260812_00088_5db3a9,ACC43249524,ACC20858654,13340.3,12.0,False,completed,2026-08-12T13:26:28.406891,"Jaipur, IN",MacBook Pro (Chrome 128),Urgent remittance
TXN_20260812_01956_81c44e,ACC70103438,ACC_RING_B,24407.97,28.0,False,completed,2026-08-12T13:22:03.332244,"Bangalore, IN",OnePlus 12,Online payment
TXN_20260812_05012_ab3e17,ACC16314613,ACC57029336,26167.88,25.0,False,completed,2026-08-12T13:17:59.366771,"Bangalore, IN",Samsung Galaxy S24 Ultra,Utility bill
TXN_20260812_02101_f0295d,ACC65809811,ACC75311120,6396.7,16.0,False,completed,2026-08-12T13:17:18.827547,"Jaipur, IN",Windows 11 (Edge 128),Rent transfer
TXN_20260812_01766_5ac57d,ACC64246741,ACC92107699,42525.06,8.0,False,completed,2026-08-12T13:02:41.696942,"Chennai, IN",iPhone 16 Pro Max,P2P transfer
TXN_20260812_02094_4772c0,ACC10897161,ACC86445636,7207.99,26.0,False,completed,2026-08-12T12:44:31.328298,"Kolkata, IN",iPhone 16 Pro Max,Software subscription
TXN_20260812_01405_d1b6f4,ACC92107699,ACC1001,38155.53,7.0,False,completed,2026-08-12T12:17:43.844078,"Chennai, IN",iPhone 16 Pro Max,Vendor payment
TXN_20260812_00762_339ee6,ACC70103438,ACC50081547,9028.99,5.0,False,completed,2026-08-12T12:15:29.217552,"Chennai, IN",Pixel 9 Pro,Software subscription
TXN_20260812_02549_0a0b81,ACC1001,ACC_RING_A,2825.8,18.0,False,completed,2026-08-12T12:01:46.093075,"Jaipur, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260812_03151_b6e65b,ACC1001,ACC1003,8324.89,27.0,False,completed,2026-08-12T12:00:14.479396,"Ahmedabad, IN",iPhone 16 Pro Max,Online payment
TXN_20260812_03979_07ee7e,ACC72717142,ACC43467724,16768.47,23.0,False,completed,2026-08-12T11:50:21.600936,"Chennai, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260812_02256_a86ff5,ACC1004,ACC1001,13683.67,15.0,False,completed,2026-08-12T11:48:28.950186,"Delhi, IN",OnePlus 12,Utility bill
TXN_20260812_03886_643190,ACC57224534,ACC25189145,35215.32,12.0,False,completed,2026-08-12T11:42:08.389626,"Mumbai, IN",Pixel 9 Pro,P2P transfer
TXN_20260812_03079_f6c48c,ACC20858654,ACC_RING_C,40466.22,18.0,False,completed,2026-08-12T11:40:21.245967,"Pune, IN",Windows 11 (Edge 128),Software subscription
TXN_20260812_02780_c36281,ACC1001,ACC66777666,4274.77,23.0,False,completed,2026-08-12T11:21:18.641167,"Hyderabad, IN",iPhone 16 Pro Max,Consulting fee
TXN_20260812_04886_894618,ACC70103438,ACC39727090,26014.59,11.0,False,completed,2026-08-12T11:15:39.831503,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260812_02424_0c4eb3,ACC43467724,ACC64246741,30585.18,12.0,False,completed,2026-08-12T11:06:22.321384,"Chennai, IN",MacBook Pro (Chrome 128),Utility bill
TXN_20260812_03260_6e8ef3,ACC40593754,ACC66777666,8335.81,8.0,False,completed,2026-08-12T10:41:53.007376,"Chennai, IN",Windows 11 (Edge 128),Invoice settlement
TXN_20260812_02011_f0ec6d,ACC1004,ACC1001,3251.98,6.0,False,completed,2026-08-12T10:34:32.630090,"Delhi, IN",OnePlus 12,Vendor payment
TXN_20260812_00449_8e7012,ACC66777666,ACC15211290,6635.63,24.0,False,completed,2026-08-12T10:16:15.580466,"Pune, IN",OnePlus 12,Urgent remittance
TXN_20260812_00087_d05516,ACC_RING_B,ACC57224534,36967.11,12.0,False,completed,2026-08-12T10:07:06.472363,"Chennai, IN",iPad Pro (Safari),Urgent remittance
TXN_20260812_01101_3e23f4,ACC_RING_A,ACC43907404,41993.08,24.0,False,completed,2026-08-12T10:02:44.366182,"Chennai, IN",OnePlus 12,Consulting fee
TXN_20260812_00874_05bd80,ACC39727090,ACC1004,2413.3,23.0,False,completed,2026-08-12T09:44:44.663040,"Delhi, IN",OnePlus 12,Online payment
TXN_20260812_01351_9d0a20,ACC_RING_A,ACC70103438,36741.18,10.0,False,completed,2026-08-12T09:35:38.714736,"Delhi, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260812_01025_08c4a2,ACC10897161,ACC1004,42973.23,26.0,False,completed,2026-08-12T09:30:38.280343,"Pune, IN",iPhone 16 Pro Max,Grocery purchase
TXN_20260812_02918_d385a0,ACC74473089,ACC92107699,14247.04,10.0,False,completed,2026-08-12T09:29:28.735454,"Jaipur, IN",Samsung Galaxy S24 Ultra,Grocery purchase
TXN_20260812_01696_1f5028,ACC70103438,ACC1004,44129.5,12.0,False,completed,2026-08-12T09:25:34.675958,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Rent transfer
TXN_20260812_01388_1239a6,ACC86445636,ACC64246741,33776.66,28.0,False,completed,2026-08-12T09:24:23.366836,"Jaipur, IN",iPad Pro (Safari),Online payment
TXN_20260812_00114_de1080,ACC75385116,ACC64246741,13126.55,17.0,False,completed,2026-08-12T09:18:58.995230,"Bangalore, IN",Windows 11 (Edge 128),P2P transfer
TXN_20260812_03058_59f0e7,ACC86445636,ACC40593754,23951.68,5.0,False,completed,2026-08-12T09:04:34.378035,"Jaipur, IN",iPad Pro (Safari),Rent transfer
TXN_20260812_00653_9c025d,ACC82456100,ACC92107699,13498.16,26.0,False,completed,2026-08-12T09:02:22.111075,"Ahmedabad, IN",Pixel 9 Pro,Rent transfer
TXN_20260812_00418_720c6e,ACC1002,ACC43249524,17494.18,16.0,False,completed,2026-08-12T08:48:26.285117,"Mumbai, IN",OnePlus 12,Vendor payment
TXN_20260812_03758_77ca7e,ACC43467724,ACC20858654,24132.7,15.0,False,completed,2026-08-12T08:48:16.760670,"Ahmedabad, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_01803_44d276,ACC59760987,ACC25189145,31660.69,10.0,False,completed,2026-08-12T08:38:07.168085,"Chennai, IN",OnePlus 12,Urgent remittance
TXN_20260812_02666_9a7ff1,ACC91181015,ACC65809811,38220.81,10.0,False,completed,2026-08-12T08:11:51.976037,"Delhi, IN",iPad Pro (Safari),Invoice settlement
TXN_20260812_01229_1cea1a,ACC39727090,ACC15373430,6020.01,17.0,False,completed,2026-08-12T08:11:21.229022,"Bangalore, IN",Windows 11 (Edge 128),Invoice settlement
TXN_20260812_03336_02c2d7,ACC25189145,ACC39727090,12710.73,26.0,False,completed,2026-08-12T08:09:52.819230,"Bangalore, IN",OnePlus 12,Utility bill
TXN_20260812_02307_5938a4,ACC57224534,ACC20858654,16321.53,24.0,False,completed,2026-08-12T08:06:35.837006,"Kolkata, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_03777_0826c7,ACC70103438,ACC65809811,32380.41,27.0,False,completed,2026-08-12T07:56:14.083248,"Kolkata, IN",iPad Pro (Safari),Urgent remittance
TXN_20260812_00789_099880,ACC16314613,ACC_RING_B,13061.45,20.0,False,completed,2026-08-12T07:51:00.255020,"Jaipur, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260812_03181_375fb5,ACC50081547,ACC_RING_C,1582.28,17.0,False,completed,2026-08-12T07:41:33.935919,"Mumbai, IN",Windows 11 (Edge 128),Vendor payment
TXN_20260812_02765_9070c4,ACC20858654,ACC16314613,32231.31,20.0,False,completed,2026-08-12T07:26:14.645316,"Bangalore, IN",iPad Pro (Safari),Consulting fee
TXN_20260812_03776_9a7b14,ACC43907404,ACC50081547,25802.38,17.0,False,completed,2026-08-12T07:24:00.568792,"Mumbai, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_00872_dc19be,ACC1003,ACC11706152,28670.23,9.0,False,completed,2026-08-12T07:08:11.171238,"Ahmedabad, IN",MacBook Pro (Chrome 128),Vendor payment
TXN_20260812_02841_f8dfd8,ACC36297523,ACC15373430,28149.59,13.0,False,completed,2026-08-12T07:02:03.755887,"Kolkata, IN",iPad Pro (Safari),Consulting fee
TXN_20260812_00016_6b2347,ACC75385116,ACC43467724,194407.0,84.0,True,completed,2026-08-12T06:55:43.004545,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Rent transfer
TXN_20260812_01256_0121d2,ACC15211290,ACC57029336,40492.17,12.0,False,completed,2026-08-12T06:52:02.073448,"Pune, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260812_03729_d69670,ACC64246741,ACC11706152,41722.47,26.0,False,completed,2026-08-12T06:46:13.094735,"Chennai, IN",iPhone 16 Pro Max,Rent transfer
TXN_20260812_00183_b98ebe,ACC1003,ACC64246741,31308.91,23.0,False,completed,2026-08-12T06:24:09.737465,"Delhi, IN",iPad Pro (Safari),Consulting fee
TXN_20260812_00009_4c1f47,ACC25189145,ACC57224534,75126.0,66.0,True,completed,2026-08-12T06:18:03.694217,"Pune, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_20260812_03404_3d039f,ACC1004,ACC74473089,28341.92,25.0,False,completed,2026-08-12T06:13:06.876795,"Jaipur, IN",OnePlus 12,Utility bill
TXN_20260812_02293_20cc87,ACC59760987,ACC25189145,9083.34,5.0,False,completed,2026-08-12T06:11:08.699348,"Delhi, IN",iPhone 16 Pro Max,Consulting fee
TXN_20260812_05134_3d882e,ACC1003,ACC59760987,44869.33,20.0,False,completed,2026-08-12T06:08:59.852707,"Jaipur, IN",Pixel 9 Pro,Software subscription
TXN_20260812_04153_4b57be,ACC57029336,ACC86445636,22356.47,13.0,False,completed,2026-08-12T05:53:29.401799,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_20260812_02844_66645b,ACC25189145,ACC82456100,33271.61,25.0,False,completed,2026-08-12T05:17:25.737396,"Hyderabad, IN",iPhone 16 Pro Max,P2P transfer
TXN_20260812_00251_d98983,ACC61076366,ACC1001,26989.98,24.0,False,completed,2026-08-12T05:12:00.121410,"Bangalore, IN",Samsung Galaxy S24 Ultra,Rent transfer
TXN_20260812_00577_ec42f6,ACC75311120,ACC11706152,40953.39,10.0,False,completed,2026-08-12T04:57:23.082445,"Jaipur, IN",Windows 11 (Edge 128),Invoice settlement
TXN_20260812_00501_936df1,ACC57224534,ACC16314613,14240.97,13.0,False,completed,2026-08-12T04:51:20.729043,"Hyderabad, IN",MacBook Pro (Chrome 128),Rent transfer
TXN_20260812_04916_dfc98b,ACC15211290,ACC1001,30834.07,12.0,False,completed,2026-08-12T04:49:07.591288,"Ahmedabad, IN",MacBook Pro (Chrome 128),Rent transfer
TXN_20260812_03904_0bc6eb,ACC1004,ACC57224534,37587.79,13.0,False,completed,2026-08-12T04:31:04.266315,"Chennai, IN",OnePlus 12,Vendor payment
TXN_20260812_00550_047e73,ACC70103438,ACC74473089,20335.84,17.0,False,completed,2026-08-12T04:19:58.357109,"Jaipur, IN",OnePlus 12,Urgent remittance
TXN_20260812_00840_737131,ACC36297523,ACC20858654,168977.0,85.0,True,completed,2026-08-12T04:17:08.829771,"Delhi, IN",MacBook Pro (Chrome 128),P2P transfer
TXN_20260812_03942_99e8f1,ACC43907404,ACC61076366,30318.2,28.0,False,completed,2026-08-12T04:12:03.611976,"Pune, IN",OnePlus 12,Grocery purchase
TXN_20260812_02540_14a070,ACC75311120,ACC66777666,12746.28,28.0,False,completed,2026-08-12T04:01:00.368422,"Jaipur, IN",iPhone 16 Pro Max,Invoice settlement
TXN_20260812_01173_2f43d8,ACC1002,ACC_RING_A,5795.32,27.0,False,completed,2026-08-12T04:00:19.508847,"Jaipur, IN",MacBook Pro (Chrome 128),Software subscription
TXN_20260812_00196_2890c7,ACC40593754,ACC16314613,4030.43,27.0,False,completed,2026-08-12T03:50:16.569016,"Hyderabad, IN",Pixel 9 Pro,Invoice settlement
TXN_20260812_05194_8b565c,ACC92107699,ACC64246741,29965.08,9.0,False,completed,2026-08-12T03:47:53.674054,"Mumbai, IN",OnePlus 12,Utility bill
TXN_20260812_02172_2acc4b,ACC50081547,ACC97828025,21019.96,20.0,False,completed,2026-08-12T03:14:19.461587,"Bangalore, IN",MacBook Pro (Chrome 128),P2P transfer
TXN_20260812_04636_04cb8c,ACC70103438,ACC15373430,37521.93,19.0,False,completed,2026-08-12T03:10:48.502154,"Pune, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260812_04996_4d9943,ACC75311120,ACC65809811,19304.53,18.0,False,completed,2026-08-12T03:08:39.192474,"Kolkata, IN",OnePlus 12,Invoice settlement
TXN_20260812_00571_c145fc,ACC65809811,ACC1004,5223.82,17.0,False,completed,2026-08-12T02:55:10.705111,"Pune, IN",OnePlus 12,Online payment
TXN_20260812_00946_ee81b0,ACC57029336,ACC20858654,1744.42,5.0,False,completed,2026-08-12T02:46:57.883539,"Jaipur, IN",Windows 11 (Edge 128),Vendor payment
TXN_20260812_02016_5cd794,ACC74473089,ACC61076366,13956.38,26.0,False,completed,2026-08-12T02:17:20.321332,"Hyderabad, IN",OnePlus 12,Utility bill
TXN_20260812_05013_a47662,ACC75311120,ACC43907404,5582.68,25.0,False,completed,2026-08-12T01:33:42.841667,"Delhi, IN",OnePlus 12,Grocery purchase
TXN_20260812_01292_f6d2da,ACC74473089,ACC1001,23922.53,15.0,False,completed,2026-08-12T01:31:13.441739,"Kolkata, IN",MacBook Pro (Chrome 128),P2P transfer
TXN_20260812_03641_31e395,ACC1004,ACC92107699,5328.42,15.0,False,completed,2026-08-12T01:21:56.681891,"Delhi, IN",iPad Pro (Safari),Vendor payment
TXN_20260812_03531_9fe1b0,ACC1002,ACC75385116,22130.66,15.0,False,completed,2026-08-12T01:12:44.489846,"Hyderabad, IN",Pixel 9 Pro,Consulting fee
TXN_20260812_01469_d482f6,ACC59760987,ACC15373430,44825.92,6.0,False,completed,2026-08-12T00:48:16.848240,"Delhi, IN",Pixel 9 Pro,Urgent remittance
TXN_20260812_01954_39dd5e,ACC11706152,ACC_RING_A,38324.96,10.0,False,completed,2026-08-12T00:42:45.502297,"Pune, IN",iPhone 16 Pro Max,Urgent remittance
TXN_20260811_02519_a37d14,ACC1003,ACC70103438,9826.74,24.0,False,completed,2026-08-11T23:46:20.922717,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260811_03708_fa808b,ACC43249524,ACC74473089,29686.15,12.0,False,completed,2026-08-11T23:35:59.354590,"Mumbai, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260811_02965_090e6b,ACC1004,ACC43907404,9596.21,25.0,False,completed,2026-08-11T23:27:34.803670,"Hyderabad, IN",Pixel 9 Pro,Invoice settlement
TXN_20260811_00386_028cce,ACC74473089,ACC1001,6871.05,13.0,False,completed,2026-08-11T23:24:58.441917,"Chennai, IN",Pixel 9 Pro,Vendor payment
TXN_20260811_01195_80cf36,ACC64246741,ACC66777666,33950.56,18.0,False,completed,2026-08-11T23:19:22.805658,"Mumbai, IN",MacBook Pro (Chrome 128),Rent transfer
TXN_20260811_00266_8e5f90,ACC40593754,ACC1003,20426.03,10.0,False,completed,2026-08-11T23:11:50.800912,"Delhi, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260811_03636_9c2c68,ACC59760987,ACC97828025,14786.48,18.0,False,completed,2026-08-11T23:03:32.680971,"Jaipur, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260811_01289_60a606,ACC43249524,ACC74473089,6153.12,12.0,False,completed,2026-08-11T23:00:40.420574,"Ahmedabad, IN",MacBook Pro (Chrome 128),Invoice settlement
TXN_20260811_00305_77ed28,ACC_RING_C,ACC86445636,7928.92,26.0,False,completed,2026-08-11T22:56:49.802982,"Bangalore, IN",Pixel 9 Pro,P2P transfer
TXN_20260811_00898_6fea3f,ACC50081547,ACC59760987,22876.16,26.0,False,completed,2026-08-11T22:55:48.290688,"Kolkata, IN",OnePlus 12,Online payment
TXN_20260811_00701_05d5fa,ACC61076366,ACC70103438,44107.79,28.0,False,completed,2026-08-11T22:34:28.551973,"Chennai, IN",OnePlus 12,Invoice settlement
TXN_20260811_01516_06023a,ACC_RING_C,ACC91181015,18700.08,7.0,False,completed,2026-08-11T22:29:36.381794,"Jaipur, IN",Pixel 9 Pro,Grocery purchase
TXN_20260811_03795_6aeef2,ACC70103438,ACC65809811,35457.05,18.0,False,completed,2026-08-11T22:29:21.604354,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Utility bill
TXN_20260811_04979_b7a608,ACC40593754,ACC25189145,28086.06,9.0,False,completed,2026-08-11T22:06:27.674454,"Hyderabad, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260811_03506_0f4364,ACC15211290,ACC16314613,5947.34,6.0,False,completed,2026-08-11T22:00:36.578553,"Kolkata, IN",Windows 11 (Edge 128),Utility bill
TXN_20260811_00636_083b3c,ACC82456100,ACC50081547,28019.37,19.0,False,completed,2026-08-11T21:54:33.139453,"Pune, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260811_01401_bc459d,ACC43467724,ACC65809811,15910.55,23.0,False,completed,2026-08-11T21:53:18.104670,"Hyderabad, IN",iPhone 16 Pro Max,Invoice settlement
TXN_20260811_00324_28de8f,ACC86445636,ACC43467724,20179.98,15.0,False,completed,2026-08-11T21:39:06.335440,"Hyderabad, IN",iPhone 16 Pro Max,Urgent remittance
TXN_20260811_03667_7b0641,ACC1004,ACC_RING_C,37113.07,14.0,False,completed,2026-08-11T21:26:09.271720,"Delhi, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260811_03867_94723a,ACC43249524,ACC1001,37079.35,14.0,False,completed,2026-08-11T21:24:10.585556,"Mumbai, IN",MacBook Pro (Chrome 128),Vendor payment
TXN_20260811_01115_7ee396,ACC50081547,ACC61076366,33567.81,14.0,False,completed,2026-08-11T20:47:05.578157,"Ahmedabad, IN",Pixel 9 Pro,Software subscription
TXN_20260811_01154_dbbfa1,ACC15373430,ACC97828025,13399.14,16.0,False,completed,2026-08-11T20:44:27.472035,"Mumbai, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260811_00371_71fe61,ACC75385116,ACC82456100,19599.62,22.0,False,completed,2026-08-11T20:39:54.592697,"Bangalore, IN",iPhone 16 Pro Max,Rent transfer
TXN_20260811_04884_7c4098,ACC_RING_C,ACC1002,22264.23,18.0,False,completed,2026-08-11T20:33:52.305474,"Ahmedabad, IN",iPhone 16 Pro Max,Invoice settlement
TXN_20260811_03125_4a52dc,ACC75311120,ACC50081547,11502.17,21.0,False,completed,2026-08-11T20:29:10.767761,"Ahmedabad, IN",iPhone 16 Pro Max,Grocery purchase
TXN_20260811_02296_1a13dc,ACC75385116,ACC66777666,1948.62,10.0,False,completed,2026-08-11T20:22:33.378561,"Jaipur, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260811_02644_e1b511,ACC86445636,ACC1004,36582.52,21.0,False,completed,2026-08-11T20:22:17.974415,"Ahmedabad, IN",OnePlus 12,Consulting fee
TXN_20260811_05173_ce16ee,ACC_RING_B,ACC92107699,9458.23,16.0,False,completed,2026-08-11T20:07:48.783997,"Ahmedabad, IN",iPhone 16 Pro Max,Software subscription
TXN_20260811_02163_688e2e,ACC15373430,ACC15211290,39180.77,5.0,False,completed,2026-08-11T20:03:08.811567,"Ahmedabad, IN",Windows 11 (Edge 128),Utility bill
TXN_20260811_03253_759c4c,ACC10897161,ACC40593754,40726.24,24.0,False,completed,2026-08-11T19:58:57.610304,"Bangalore, IN",iPhone 16 Pro Max,Urgent remittance
TXN_20260811_01541_2b24cc,ACC82456100,ACC25189145,36208.09,18.0,False,completed,2026-08-11T19:56:20.545982,"Ahmedabad, IN",iPad Pro (Safari),Grocery purchase
TXN_20260811_03078_7573ca,ACC16314613,ACC11706152,22687.89,26.0,False,completed,2026-08-11T19:27:05.779507,"Jaipur, IN",Pixel 9 Pro,P2P transfer
TXN_20260811_03022_67add1,ACC1002,ACC10897161,8232.83,25.0,False,completed,2026-08-11T19:22:03.672119,"Ahmedabad, IN",Pixel 9 Pro,Urgent remittance
TXN_20260811_02000_c2a159,ACC43907404,ACC82456100,128714.0,86.0,True,completed,2026-08-11T19:15:50.352027,"Pune, IN",MacBook Pro (Chrome 128),Urgent remittance
TXN_20260811_00942_d820da,ACC86445636,ACC59760987,32831.0,12.0,False,completed,2026-08-11T19:10:15.873359,"Kolkata, IN",iPhone 16 Pro Max,P2P transfer
TXN_20260811_02102_a2d715,ACC10897161,ACC91181015,27603.7,6.0,False,completed,2026-08-11T18:54:53.826549,"Jaipur, IN",MacBook Pro (Chrome 128),Consulting fee
TXN_20260811_04579_f533bd,ACC57029336,ACC15373430,15040.35,24.0,False,completed,2026-08-11T18:54:31.806681,"Kolkata, IN",iPad Pro (Safari),Grocery purchase
TXN_20260811_00290_d92877,ACC1002,ACC10897161,14307.19,11.0,False,completed,2026-08-11T18:39:01.802708,"Pune, IN",iPhone 16 Pro Max,Consulting fee
TXN_20260811_05105_d9a0c1,ACC43907404,ACC74473089,35608.32,15.0,False,completed,2026-08-11T18:26:54.093713,"Pune, IN",Pixel 9 Pro,Urgent remittance
